Name,Bundesland,Schultyp,Kategorien,email_encoded,,
Grundschule Erbstetten Außenstelle Frankenhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Schillerschule Grund- und Werkrealschule Erbach,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Schillerschule Grund- und Werkrealschule Erbach Außenstelle Grundschule Donaurieden,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Hauptschule Dellmensingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Ersingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Risstissen Außenstelle Griesingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Heroldstatt,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Hüttisheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Illerkirchberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Illerkirchberg Außenstelle Unterkirchberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Werkrealschule Dietenheim-Illerrieden Außenstelle Illerrieden,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Grundschule Illerrieden,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Feldstetten,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Merklingen Außenstelle Machtolsheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Albecker-Tor-Schule Grund- und Werkrealschule Langenau,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Verbandswerkrealschule,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Ludwig-Uhland-Schule Grundschule auf der Reutte,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Ludwig-Uhland-Schule Grundschule Außenstelle Karlstraße,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Albeck,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Aurainschule Grund- und Werkrealschule Amstetten Außenstelle Werkrealschule Lonsee,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Sonnenbühl-Schule Grundschule Lonsee,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Lonequell-Schule Grundschule Lonsee-Urspring,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Merklingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Bühl-Werkrealschule Dornstadt Außenstelle Werkrealschule Nellingen,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Grundschule Nellingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule Oberdischingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Sixtus-Bachmann-Grundschule Obermarchtal,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Christoph-von-Schmid-Schule Grund- und Hauptschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Öpfingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Verbandsgrundschule Heusteige,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Heinrich-Kaim-Schule Grund- und Hauptschule mit Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Schmiechen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Johannes-Stöffler-Grundschule Justingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Johannes-Stöffler-Grundschule Justingen Außenstelle Ingstetten,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Nachbarschaftsgrundschule Staig Außenstelle Schnürpflingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Verbandsgrundschule Unteres Lonetal Außenstelle Setzingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Verbandshauptschule Staig,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Nachbarschaftsgrundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Untermarchtal,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Verbandsgrundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Heroldstatt Außenstelle Werkrealschule Westerheim,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Schule am Sellenberg Grundschule Westerheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Achstetten,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Oberholzheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Oberholzheim Außenstelle Bronnen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrelschule Burgrieden Außenstelle Werkrealschule Achstetten,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Federsee-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Federseeschule Grund- und Werkrealschule Bad Buchau,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Drümmelbergschule Grund- und Werkrealschule Bad Schussenried,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Berkheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Birkendorf-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Mali-Werkrealschule,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Braith-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Mittelberg-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Gaisental-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Ringschnait,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Mettenberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Rissegg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Stafflangen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Burgrieden,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Rot-Bihlafingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Gebhard-Müller-Schule Grund- und Hauptschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Erolzheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Michel-Buck-Schule Grund- und Werkrealschule Ertingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Gutenzell-Hürbel,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Drümmelbergschule Grund- und Werkrealschule Bad Schussenried Außenstelle Werkrealschule Ingoldingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Ingoldingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Ingolingen Außenstelle Winterstettenstadt,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Michael-von-Jung-Schule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Rot-Bihlafingen Außenstelle Bihlafingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Anna-von-Freyberg-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Friedrich-Uhlmann-Schule Werkrealschule,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Ivo-Schaible-Schule Grundschule Baustetten,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Untersulmetingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Bischof-Ulrich-Schule Grund- und Hauptschule Obersulmetingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Bronner Berg Laupheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Maselheim,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Maselheim Außenstelle Äpfingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Mietingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Baltringen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Ochsenhausen-Reinstetten,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Mittelbuch,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Oggelshausen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Joseph-Christian-Schule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Ellwangen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Abt-Hermann-Vogler-Grund- und Hauptschule mit Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Schemmerberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Mühlbachschule Grund- und WerkrealschuleSchemmerhofen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Mühlbachschule Grund- und Werkrealschule Schemmerhofen Außenstelle Grundschule Ingerkingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Werkrealschule Mietingen Außenstelle Werkrealschule Schwendi,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Schönebürg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Siessen im Wald,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Orsenhausen Bussmannshausen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Donau-Bussen-Schule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Abt-Ulrich-Blank-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Donau-Bussen-Schule Grund- und Werkrealschule Unlingen Außenstelle Werkrealschule Uttenweiler,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Sophie-La-Roche-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Mühlbachschule Grund- und Werkrealschule Schemmerhofen Außenstelle Werkrealschule Warthausen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Bermatingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Deggenhausertal,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Iris-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Frickingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Albert-Merglen-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Ludwig-Dürr-Schule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Ludwig-Dürr-Schule Grund- und Werkrealschule Außenstelle Werkrealschule Fischbach,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Schulzentrum Schreienesch Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Schreinesch-Schule Grund- und Werkrealschule Außenstelle Werkrealschule Ailingen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Dr.Josef-Eberle-Schule Grundschule Ailingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Dr.Josef-Eberle-Schule Grundschule Ailingen Außenstelle Grundschule Berg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Don-Bosco-Schule Grundschule Ettenkirch,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Friedrichshafen-Fischbach Außenstelle Grundschule Schnetzenhausen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Friedrichshafen-Fischbach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Kluftern,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Hagnau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Heiligenberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Stephan-Brodmann-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Nonnenbach-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
"Bildungszentrum Parkschule Grund-, Werkreal- und Realschule Kressbronn",Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Franz-Anton-Maulbertsch-Schule Grund- und Hauptschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Langenargen-Oberdorf,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Werkrealschule im Bildungszentrum Markdorf,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Jakob-Gretser-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Leimbach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Eduard-Mörike-Schule Grundschule Liebenau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Eugen-Bolz-Grundschule Brochenzell,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Theodor-Heuss-Schule Werkrealschule Buch,Baden-Württemberg,Öffentlich, Hauptschulen  Realschulen ,0,,
Wilhelm-Schussen-Schule Grundschule Kehlen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Sommertalschule Grund- und Hauptschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Teuringer-Tal-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Auentalschule Grund- und Hauptschule mit Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Fritz-Baur-Grundschule Mimmenhausen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Hermann-Auer-Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Bildungszentrum Salem Werkrealschule,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Burkhard-von-Hohenfels-Schule Grund- und Hauptschule mit Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Kau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Manzenberg,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Werkrealschule Manzenberg Außenstelle Werkrealschule Laimnau,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Schulgemeinschaft Argental Grundschule Ritter-Arnold-Schule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Schulgemeinschaft Argental Grundschule Ritter-Arnold-Schule Außenstelle Obereisenbach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Lippertsreute-Deisendorf,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Hödingen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Nussdorf,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Wiestorschule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Burgbergschule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Lichtenbergschule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Lichtenbergschule Grundschule  Uhldingen-Mühlhofen Außenstelle Grundschule Mühlhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Achberg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Herzog-Phillipp-Verbandsschule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Ländliches Schulzentrum Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Werkrealschule Eglofs,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Eisenharz,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Ratzenried,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Christazhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Werkreal- und Realschule Aulendorf,Baden-Württemberg,Öffentlich, Hauptschulen  Realschulen ,0,,
Döchtbühlschule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Durlesbachschule Reute Grund- und Hauptschule mit Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Abt-Hermann-Vogler-Schule Haisterkirch,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Ellwangen Außenstelle Dietmanns,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Arnach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Eintürnen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule Seibranz,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Hauptschule Seibranz Aussenstelle GS Hauerz,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Unterschwarzach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Haid,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Haid Außenstelle Haidgau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Achtalschule Baienfurt Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Klosterwiesenschule Grund- und Hauptschule Baindt,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Johann-Baptist-von-Hirscher-Bildungszentrum Grund- und Werkrealschule und Realschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Ebersbach,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Fleischwangen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Blitzenreute,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule Fronhofen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Grünkraut,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Horgenzell,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grund- und Werkrealschule Horgenzell Außenstelle Grundschule Danketsweier,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule am Rain,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Neutrauchburg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Neutrauchburg Außenstelle Beuren,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Rohrdorf,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Immenried,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Waltershofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Oberer Graben,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Friesenhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule mit Werkrealschule Gebrazhofen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule St.Leonhard Ausnang,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule Wuchzenhofen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Reichenhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Herlazhofen-Willerazhofen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Stefan-Rahl-Schule Grund- und Werkrealschule Obereschach,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Weissenau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Neuwiesen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Werkrealschule Neuwiesen,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Grundschule Weststadt,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Werkrealschule Kuppelnau,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Grundschule Oberzell,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Oberzell Außenstelle Taldorf,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Kuppelnau,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Kuppelnau Außenstelle St.Christina,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Schmalegg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Riedhausen,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Schlier,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Unterankenreute,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Werkrealschule Waldburg Aussenstelle WRS Vogt,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Berger-Höhe-Schule Grundschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Anton-von-Gegenbaur-Schule Werkrealschule,Baden-Württemberg,Öffentlich, Hauptschulen ,0,,
Prassbergschule Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Deuchelried,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Neuravensburg,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grund- und Hauptschule mit Werkrealschule Niederwangen,Baden-Württemberg,Öffentlich, Grundschulen  Hauptschulen ,0,,
Grundschule Schomburg Primisweiler,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule Leupolz,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Grundschule im Ebnet,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
Talschule Weingarten Grund- und Werkrealschule,Baden-Württemberg,Öffentlich, Grundschulen ,0,,
