Name,Bundesland,Schultyp,Kategorien,email_encoded,,
BZM für Berufe im Gesundheitswesen gGmbH  am WKK Heide Staatlich anerkannte MTA-Schule - Laboratoriumsmedizin -,Schleswig-Holstein,Privat, Fachschulen ,1,,
BZM für Berufe im Gesundheitswesen gGmbH am WKK Heide Schule für Pflegeberufe,Schleswig-Holstein,Privat, Fachschulen ,1,,
BZM für Berufe im Gesundheitswesen gGmbH  am WKK Heide Staatlich anerkannte MTA-Schule - Radiologie -,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches Rotes Kreuz LV Schleswig-Holstein Staatlich anerkannte Schule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches Rotes Kreuz LV Schleswig-Holstein Staatlich anerkannte Schule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
AWO-Bildungszentrum Hohegeest Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
AWO-Bildungszentrum Hohegeest Fachschule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
DRK-Krankenhaus Mölln-Ratzeburg gemeinnützige GmbH Bildungszentrum für Gesundheitsberufe,Schleswig-Holstein,Privat, Fachschulen ,1,,
Bildungszentrum für Berufe im Gesundheitswesen NF GmbH  Gesundheits- und Krankenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ökumenisches Bildungszentrum für Berufe im Gesundheitswesen gGmbH Staatl.anerk. Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ameos Institut Nord Altenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
AMEOS Krankenhausgesellschaft Holstein mbH AMEOS Institut Nord -  Altenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ausbildungszentrum für Berufe im Gesundheitswesen GmbH Krankenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches Rotes Kreuz LV Schleswig-Holstein Staatl. anerk. Fachschule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches Rotes Kreuz LV Schleswig-Holstein Staatlich anerkannte Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen  Weiterbildung  Schulen des Gesundheitswesens ,1,,
IBAF gGmbH Pflege-Schulungszentrum Lübeck Staatlich anerkannte Schule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
"DIE SCHULE Bildungszentrum Holstein, IFBE med.GmbH staatlich anerk. Lehranstalt für Physiotherapie",Schleswig-Holstein,Privat, Fachschulen ,1,,
"DIE SCHULE Bildungszentrum Holstein, IFBE med.GmbH staatlich anerk. Lehranst. für Masseure und med. Bademeister",Schleswig-Holstein,Privat, Fachschulen ,1,,
Sanitätsschule Nord Staatlich anerkannte Schule für Rettungsassistenten,Schleswig-Holstein,Privat, Fachschulen ,1,,
AMEOS KHG mbH Holstein - Institut Nord,Schleswig-Holstein,Privat, Fachschulen ,1,,
AMEOS Krankenhausgesellschaft Holstein mbH AMEOS Institut Nord,Schleswig-Holstein,Privat, Fachschulen ,1,,
AMEOS Krankenhausgesellschaft Holstein mbH, Institut Nord, Schule für Ergotherapie,Schleswig-Holstein,Privat, Fachschulen ,1
AWO-Bildungszentrum Elbmarsch Staatlich anerkannte Schule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
AWO-Bildungszentrum Elbmarsch Staatlich anerkannte Schule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
braka Sport-Institut GmbH ,Schleswig-Holstein,Privat, Fachschulen ,1,,
Fachhochschule Wedel,Schleswig-Holstein,Privat, Fachschulen ,1,,
Regio Kliniken GmbH Bidungszentrum für Gesundheits- und Krankenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
AWO-Bildungszentrum Preetz Staatlich anerkannte Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
BIP-Kreativitätsgrundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisches Schulzentrum Chemnitz Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Freie Grundschule ""Leonardo"" Gebundene Ganztagsschule (Staatlich genehmigte Ersatzschule)",Sachsen,Privat, Grundschulen ,0,,
DPFA-Regenbogen-Grundschule Chemnitz Staatlich anerkannte Ersatzschule,Sachsen,Privat, Grundschulen ,1,,
Freie Montessori-Grundschule Stelzendorf (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Montessori-Schule Chemnitz Freie integrative Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Maria-Montessori-Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Montessori-Grundschule Erlbach-Kirchberg (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Freie Evangelische Grundschule Hormersdorf (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Jenaplanschule Markersbach Grund-und Mittelschule in freier Trägerschaft (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen  Oberschulen ,1,,
Evangelische Grundschule Schneeberg Evangelische Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Döbeln-Technitz (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule St. Katharina (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Freie Gemeinschaftliche Schule ""Maria Montessori"" Grundschule (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule im Rochlitzer Land (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Göltzschtal (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,0,,
Evangelische Grundschule Limbach Montessorischule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Oelsnitz (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Montessori-Grundschule Plauen Evangelische Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Internationale Grundschule Crinitzberg (IGC), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Grundschulen ,1,,
Internationale Grundschule Glauchau (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Europäische Grundschule ""Johann Heinrich Pestalozzi"" Lichtenstein (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Bräunsdorf/Limbach-Oberfrohna (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule ,Sachsen,Privat, Grundschulen ,1,,
"Evangelische Schule ""Stephan Roth"" (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Grundschulen ,1,,
Dr.-Martin-Luther-Schule Freie Lutherische Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Freie Grundschule Regenbogen ""Carl Friedrich Benz""",Sachsen,Privat, Grundschulen ,1,,
BIP-Kreativitätsgrundschule Dresden (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Christliche Schule Dresden-Zschachwitz (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Dresden International School (Internationale Gesamtschule, Staatlich genehmigte Ersatzschule, anerkannte Ergänzungsschule)",Sachsen,Privat, Kindergarten  Grundschulen  Regionalschulen  Realschulen  Gymnasien  Gesamtschulen  Gymnasiale Oberstufe  Oberschulen  Ergänzungsschulen  Mittelschulen  ,1,,
Freie Evangelische Schule Dresden Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
SRH Montessori-Grundschule Dresden (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Freie Montessorischule Huckepack Grundschule, Mittelschule und Berufliches Gymnasium, Fachrichtung Wirtschaftswissenschaft (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Grundschulen ,1,,
Laborschule-Schule im Quartier (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen  Gymnasien  Gymnasiale Oberstufe ,1,,
Natur- und Umweltschule Grundschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,0,,
Private Ganztagsgrundschule der Privaten Schule IBB gGmbH (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Maria-Montessori-Grundschule Bautzen (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Gaußig (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Frankenthal Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Schkola Oberland Freie Grundschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat,,1,,
Dietrich-Heise-Schule Freie Evangelische Grundschule Görlitz (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
DPFA-Regenbogen-Grundschule/Hort/Kindergarten Görlitz,Sachsen,Privat, Kindergarten  Grundschulen  Andere ,1,,
Neißegrundschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisch-diakonische Grundschule Löbau (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Schkola Ostritz Freie Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Schkola Hartau Freie Grundschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Schule Coswig,Sachsen,Privat, Grundschulen  Oberschulen ,1,,
Grundschule Freie Werkschule Meißen (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Freie Cèlestin-Freinet-Schule Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisches Schulzentrum Radebeul (Staatlich anerkannte Ersatzschule bzw. Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen  Oberschulen ,1,,
Trinitatissschule Riesa (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Hohwald (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grund- und Mittelschule Pirna Evangelische Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
DPFA-Regenbogen-Grundschule Rabenau (Staatlich anerkannte Ersatzschule)),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Grumbach Evangelische Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
BIP-Kreativitätsgrundschule Leipzig (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Bischöfliches Maria-Montessori-Schulzentrum Leipzig Grundschule und Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisches Schulzentrum Leipzig Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
"Freie Grundschule ""Clara Schumann"" Leipzig (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Grundschulen ,1,,
DPFA-Regenbogen-Grundschule Leipzig,Sachsen,Privat, Grundschulen ,1,,
Freie Schule Leipzig e. V. (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Grundschule Auguste (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Grundschule forum thomanum (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
August-Hermann-Francke-Grundschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Leipzig International School Vorschule bis Klasse 12 (Staatlich genehmigte Ersatz- und Ergänzungsschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisches Schulzentrum Muldental (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen  Hauptschulen  Realschulen  Gymnasien  Gesamtschulen  Gemeinschaftsschulen  Gymnasiale Oberstufe  Oberschulen  Mittelschulen  ,1,,
Bildungszentrum Püchau Grundschule in freier Trägerschaft (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Lebenswelt Grundschule Christliche Montessori-Ganztagsschule Zwenkau (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Bad Düben Evangelische Bekenntnisschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule Eilenburg CULTUS+ (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelische Grundschule ,Sachsen,Privat, Grundschulen ,1,,
Freie Grundschule Torgau (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Sankt-Martin-Grundschule in Zwochau pro Montessori (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen ,1,,
Evangelisches Schulzentrum Chemnitz Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Montessorischule Chemnitz Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Schulgemeinschaft Erzgebirge (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Gymnasien  Oberschulen  Mittelschulen  ,1,,
Mittelschule Westerzgebirge (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Mittelschule Burkhardtsdorf (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Neue Oberschule Crottendorf (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Oberschulen ,1,,
Freie Mittelschule Elterlein (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Schule Erzgebirgsblick (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
"Evangelische Mittelschule ""Erhard und Rudolf Mauersberger"" (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Mittelschulen  ,1,,
"Internationale Oberschule Niederwürschnitz (ION), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Realschulen  Oberschulen  Sekundarschulen  Mittelschulen   Regelschulen  ,1,,
Jenaplanschule Markersbach Grund- und Oberschule in freier Trägerschaft (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen  Oberschulen  Mittelschulen  ,1,,
Evangelische Oberschule Schneeberg (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Werkschule Milkau Mittelschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Oberschulen  Mittelschulen  ,1,,
Europäische Mittelschule Hartmannsdorf (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Mittelschule Lunzenau (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
"TRIAS Oberschule Elsterberg (TOS), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Realschulen  Oberschulen  Mittelschulen  ,1,,
Evangelische Montessori Oberschule Plauen (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Realschulen  Oberschulen  Mittelschulen  ,1,,
Evangelische Oberschule Schöneck (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Oberschule Gersdorf (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
"Internationale Oberschule Meerane (IOM), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Realschulen  Oberschulen  Mittelschulen   Regelschulen  ,1,,
"Internationale Oberschule Neukirchen (IOS), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Mittelschulen  ,1,,
"Internationale Oberschule Reinsdorf (IOR), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Realschulen  Oberschulen  Mittelschulen   Regelschulen  ,1,,
Achatschule St. Egidien Oberschule mit Berufsorientierung in freier Trägerschaft,Sachsen,Privat, Realschulen  Oberschulen ,1,,
Europäische Mittelschule mit Berufsorientierung Waldenburg (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
KOMPAKT - Schule mit Zukunft gemeinnützige Schulträgerschaft mbH,Sachsen,Privat, Berufsfachschulen ,1,,
Christliche Schule Dresden Mittelschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Alternativschule Dresden e. V. Oberschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Evangelische Schule Dresden Oberschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
"Freie Montessorischule Huckepack Grundschule, Mittelschule und Berufliches Gymnasium, Fachrichtung Wirtschaftswissenschaft (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Mittelschulen  ,1,,
Mittelschule der HOGA Schulen Dresden,Sachsen,Privat, Hauptschulen  Realschulen  Mittelschulen  ,1,,
Semper-Oberschule Dresden,Sachsen,Privat, Realschulen  Oberschulen  Mittelschulen  ,1,,
Berufsschule für Kosmetik der Privaten Schule IBB gGmbH Dresden,Sachsen,Privat, Berufsschulen ,1,,
WIR in der Freien Mittelschule Bernsdorf (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelisches Schulzentrum Gaußig,Sachsen,Privat, Grundschulen  Gymnasien  Mittelschulen  ,1,,
"Freie Mittelschule ""Johann Heinrich Pestalozzi"" Großdubrau (Staatlich anerkannte Ersatzschule)",Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Mittelschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Paulus-Schule Königswartha,Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Mittelschule Oßling (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Christliche Schule Schirgiswalde (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Schule Schwepnitz (Staatlich anerkannte Oberschule und berufliches Gymnasium)),Sachsen,Privat, Realschulen  Gymnasiale Oberstufe  Oberschulen  Mittelschulen  ,1,,
Freie Mittelschule Weißenberg (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Schule Boxberg/O. L. Mittelschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Schkola Jonsdorf Freie Mittelschule (Staatliche anerkannte Ersatzschule),--,--,--,0,,
Schkola Ostritz Umweltmodellschule Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Grundschulen  Mittelschulen  ,1,,
Freie Mittelschule Rietschen (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelische Mittelschule Coswig Evangelischer Schulverein Coswig e. V. (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,0,,
Mittelschule - Freie Werkschule Meißen (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Oberschule und Fachoberschule Sabel Freital (staatlich anerkannt),Sachsen,Privat, Realschulen  Berufliche Schulen  Oberschulen  Förderzentrum  Mittelschulen   Fachoberschulen ,1,,
Evangelische Grund- und Mittelschule Pirna Evangelische Bekenntnisschule (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
DPFA-Regenbogen-Oberschule Rabenau (Staatlich anerkannte Ersatzschule)),Sachsen,Privat, Grundschulen  Berufliche Schulen  Oberschulen ,1,,
Bischöfliches Maria-Montessori-Schulzentrum Leipzig Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelisches Schulzentrum Leipzig Mittelschule (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Mittelschule Dr. P. Rahn & Partner Schulen in freier Trägerschaft gemeinnützige Schulgesellschaft mbH (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Freie Schule Leipzig e. V. (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Mittelschule Gohlis (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
TÜV Rheinland Oberschule Leipzig (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Oberschulen ,1,,
Hans-Sachs-Schule Mittelschule für das Handwerk Borna (Staatlich genehmigte Ersatzschule),--,--,--,0,,
Mittelschule im Evangelischen Schulzentrum Muldental (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Oberschule Naundorf  - Evangelische Werkschule (Staatlich anerkannte Oberschule),Sachsen,Privat, Hauptschulen  Realschulen  Oberschulen  Ergänzungsschulen  Mittelschulen   Regelschulen  ,1,,
Freie Mittelschule Torgau (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Mittelschulen  ,1,,
Evangelisches Schulzentrum Chemnitz Gymnasium Freier Evangelischer Schulverein (Staatlich genehmigte Ersatzschule) Chemnitz e.V.,Sachsen,Privat, Gymnasien ,1,,
Montessorischule Chemnitz Freies Integratives Gymnasium (Staatlich genehmigte Ersatzschule),Sachsen,Privat, Gymnasien ,1,,
Evangelische Schulgemeinschaft Erzgebirge,Sachsen,Privat, Gymnasien  Oberschulen ,1,,
Evangelisches Schulzentrum Leukersdorf ,Sachsen,Privat, Gymnasien  Oberschulen ,1,,
Humanistisches Greifenstein Gymnasium Thum (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Gymnasien ,1,,
Freies Gymnasium Regenbogen Augustusburg,Sachsen,Privat, Gymnasien ,1,,
"Freie Gemeinschaftliche Schule ""Maria Montessori""",Sachsen,Privat, Grundschulen  Gymnasien  Oberschulen ,1,,
Freies Gymnasium Penig (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Gymnasien ,1,,
Futurum Vogtland Evangelisches Gymnasium Mylau (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Gymnasien  Gesamtschulen  Gemeinschaftsschulen  Sekundarschulen ,1,,
Internatinales Gymnasium Meerane ,Sachsen,Privat, Gymnasien ,1,,
"Internationales Gymnasium Reinsdorf (IGR), Staatlich anerkannte Ersatzschule",Sachsen,Privat, Gymnasien ,1,,
Europäisches Gymnasium Waldenburg (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Gymnasien  Gymnasiale Oberstufe ,1,,
Peter-Breuer-Gymnasium Zwickau (Staatlich anerkannte Ersatzschule),Sachsen,Privat, Gymnasien ,1,,
